prompt,frequency
"Generate a 16:9 image: A realistic indoor, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with short straight hair,wearing a transparent wet  Latex  Blue colored bra and underwear revealing huge cleavage, with a overjoyed expression mouth open in a state of ecstasy. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate having an expression as saying ""surprise"". THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""Happym0therday"" .The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, short ponytailed hair she is sitting, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She is wearing an exquisitely detailed light blue or pale mint green lingerie set. The set consists of a push-up bra and matching bikini-style briefs, overlaid with a sheer, flowing babydoll or chemise.

Focus on the intricacies of the dress/lingerie:

    Bra: The bra features delicate lace overlays, possibly a floral or leaf pattern, especially on the cups. There are subtle ruched or gathered details on the outer edges of the cups, and a central tie-front detail with thin, silken ties, possibly ending in small decorative elements like beads or tassels. The straps are thin and adjustable.

    Briefs: The matching briefs have lace detailing along the waistline and leg openings, echoing the pattern on the bra. They are designed to sit just below the navel, highlighting the figure.

    Babydoll/Chemise: The sheer overlay piece is made of a soft, lightweight fabric like chiffon or delicate mesh. It drapes gracefully over her body, opening at the front to reveal the lingerie underneath. The edges of the chemise are subtly finished, perhaps with a narrow rolled hem or a delicate lace trim that is almost invisible. The cut is flowing and loose-fitting, enhancing the softness of the image. The color is a consistent light blue/mint throughout the entire set, possibly with a slight sheen from the fabric.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
", A highly detailed, scene of apprehension or detainment. A voluptuous  sweaty wet    Indian  woman  in her late 40s or early 50s revealing   huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has lundaroga embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing enormously  huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a cropped, sheer mesh top in a light champagne or rose gold color.The top is covered in small, glistening sequins or beads, creating a dazzling, all-over texture.It features a high neckline and short sleeves.A pair of high-cut, shiny satin bikini bottoms in a matching champagne or gold hue.The bottoms are designed to sit high on the hips, accentuating the curves.The overall aesthetic is one of glamorous, sparkling elegance with a provocative edge, focusing on the intricate beading and the sleek, form-fitting fabric..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   south Asian woman  in her late 40s or early 50s revealing    huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has chudamma embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing very  huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. she is wearing a teal blue, two-piece belly dancing outfit. The top is a bikini-style halter with intricate gold and green beading along the edges and a gold chain connecting the two cups. The bottom is a matching high-waisted thong with a draped skirt-like panel of sheer teal fabric in the front, also adorned with gold and green embellishments. A delicate gold chain with a central pendant wraps around her waist. She wears a large, ornate gold necklace with green stones and matching gold earrings. She holds a long, flowing, sheer teal shawl in her hands, which drapes around her arms and behind her..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
", A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, oily high ponytail she is standing, her body glistening with  sweat and mud revealing a  huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. The Dress/Outfit: The most prominent feature is a highly detailed, two-piece ensemble.

    Top: A white, off-the-shoulder, short-sleeved blouse with puffed shoulders and a ruffled or gathered trim around the neckline. This blouse is cropped, revealing the midriff and décolletage.

    Bottom/Bodysuit: A glossy black, form-fitting, high-cut bodysuit or leotard made of a material that resembles patent leather or latex, with a wet look finish. This piece features intricate strap detailing across the chest and stomach, possibly with silver or metallic hardware like buckles, O-rings, or studs. There are suspender-like straps extending upwards from the bodysuit, attaching to the white top or appearing as part of a harness design over the shoulders. The high-cut leg openings dramatically emphasize the hips and upper thighs.

    Accessories:

        Gloves: Long, sleek black gloves or gauntlets extending past the elbows, made of a similar glossy material as the bodysuit, possibly with silver accents.

        Thigh-High Boots/Stockings: Glossy black, thigh-high boots or separate leg coverings that reach well above the knee, also with a patent leather or latex look. These appear to have a structured, fitted design, possibly with straps or bands around the upper thigh.

        Fishnet Stockings: Visible under the thigh-high boots, a layer of black fishnet or patterned stockings, adding textural contrast.

        Headwear: A black, military-style cap or peaked cap, possibly with a subtle metallic emblem or detail on the front.

        Weapon/Prop: She holds a sleek, futuristic-looking staff, spear, or rifle, predominantly black with metallic accents and glowing elements (e.g., a blue or purple light emanating from parts of the prop).. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a Indian web series , A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, Teal piggytailed hair with loose strands around her face she is standing, her body glistening with  sweat and mud revealing a  huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing wet transparent bikiniesq latext Brown saree .. Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood TV Serial , A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   south Asian woman with glistening skin in her late 40s or early 50s revealing   huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has lundaroga embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a light-colored sports bra and leggings. Two men, both wearing blue sleeveless shirts, stand above her. The man on the left, with short blonde hair, is holding a dark green blanket or fabric, partially covering the scene. He is looking down. The man on the right, with dark hair, stands with his hands on the top washing machine, looking towards the man on the left with a neutral expression. The background shows a light-colored wall and a doorway leading to another room. The lighting is bright and even, illuminating the small space.Image 3: A medium shot of an Asian woman and an inflatable doll in what appears to be a living room or indoor space with a view to a backyard. The woman has long, dark hair and is wearing a white collared shirt, a black leather skirt, and a pearl necklace. She stands with a wide-eyed, open-mouthed expression of surprise or shock, looking directly at the camera. Her right arm is around a pink inflatable doll with painted features and breasts, which stands next to her. Behind them is a dark gray couch and glass doors leading to a green outdoor area. The lighting is bright and even, highlighting the figures and the contrasting expressions.Image 4: A first-person perspective shot from a low angle, capturing a young woman and a lifelike mannequin on a white leather couch. The woman, with blonde hair and wearing a green cardigan over a white top and a green plaid skirt, is sitting on the couch with her legs to the side. She is holding the mannequin's thigh and looks at the camera with a playful and slightly open-mouthed expression, as if speaking. Her other hand rests on the mannequin's midsection, which is dressed in a purple floral bikini bottom. The arm in the foreground, wearing a gold watch, is holding the mannequin's leg. The setting is a modern living room with a neutral color scheme.Image 5: A low-angle, medium shot of a young woman and a mannequin on a white couch. The woman, with blonde hair and a turquoise headband, is seated, holding the chest of a lifelike mannequin that is dressed in a purple floral bikini top. She looks directly at the camera with a confident, slightly open-mouthed expression, pointing to the mannequin's chest with her finger. Her other hand holds the mannequin's stomach. The background is a clean, modern living room with a large painting on the wall and a doorway to the left. The lighting is soft and natural.Image 6: A full-body shot of an Asian woman standing in a modern kitchen. She has long, dark hair, a pearl necklace, and a pearl bracelet. Her body is turned slightly, and her arms are crossed over her chest, with her hands covering her genital area, creating a modest yet alluring pose. She has a subtle smile and a direct gaze at the camera. The kitchen features white cabinets, stainless steel appliances, and light countertops. On the counter to her left, there's a brown paper bag, a white plate, and some decorative items. The background is well-lit, showing a clean and contemporary kitchen environment..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a Indian web series , A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   Indian  woman with glistening skin in her late 30s or early 40s revealing enormously  huge cleavage., female police officer, She is wearing a light blue, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has bur embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing    huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. she is wearing a dazzling, intricate bralette top that serves as the focal point. The bralette is a pale, light color (possibly white or very light pink) and is heavily embellished with multiple layers of shimmering, silver or clear crystal fringe that cascades down from the cups, creating a waterfall effect. These fringes appear to be individual strands of small, sparkling beads or rhinestones, giving it a luxurious, chandelier-like appearance. The straps of the bralette are also adorned with delicate, sparkling chains or rhinestones, adding to the opulent feel.Below the bralette, she wears high-waisted, ribbed briefs or shorts in a soft, pastel pink. The waistband of these briefs is prominent and features a visible brand name or design in a contrasting color or metallic finish, possibly ; in block letters, with a delicate chain detail around the waist. The ribbed texture of the fabric is clearly visible, adding a subtle vertical pattern. The overall style is glamorous and chic, with a strong emphasis on sparkle and intricate detailing on the top..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
", A highly detailed, scene of apprehension or detainment. A voluptuous sweaty   south Asian woman with glistening skin in her late 30s or early 40s revealing    huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has SI.chudasi embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing very  huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a stunningly detailed outfit. She is dressed in a gold and jewel-encrusted bikini. The bikini top is a halter-style, adorned with an intricate pattern of multicolored gems that catch the light. The bottoms are a high-cut design with dangling gold chains that wrap around her waist and hips, creating a fringed effect. A central gold chain connects the top and bottom pieces, drawing attention to the navel. She holds a gold braided whip in her hand. Her makeup is bold, featuring dramatic eye shadow and meticulously placed small jewels around her eyes, along with a glossy, neutral lip color. Her nails are long and polished with a metallic sheen. The overall look is one of elaborate, high-fashion glamour with a touch of theatrical flair..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, oily messy hair she is crouching, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing A striking, highly detailed rendering of Mai Shiranui's classic outfit. The central piece is a vibrant, fire-engine red, sleeveless mini-dress or kimono-style tunic with a deep, plunging V-neckline that extends almost to the navel. The neckline and armholes are trimmed with a crisp white border, providing a sharp contrast.

The dress features extremely high, scalloped or curved slits on both sides, extending up past the hip to fully expose the upper thighs and hips. These slits are also edged with the same white trim, enhancing the fluidity and boldness of the design.

Around the waist, a wide, dark indigo or black obi (sash) is cinched tightly, creating an hourglass silhouette. This obi is smooth and without elaborate patterns, serving as a grounding element for the vibrant red.

A prominent feature is the large, white, flowing piece of fabric, reminiscent of a long, wide sash or an elongated tassel, draped over the back and extending downwards, ending in a large, spherical, red pompom or weighted ball. This element has a dynamic, almost cloud-like quality, suggesting movement.

On her forearms, she wears dark, fitted armbands or fingerless gloves that extend up to just below the elbow. Her lower legs are adorned with dark ankle wraps or soft, sock-like coverings, possibly in the same indigo/black as the obi, with thin red ties or straps securing them. Her footwear consists of simple, open-toed sandals or thongs, also in red, with minimal strapping.. 

Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate 16:9 cinematic scene image: still from a bollywood film, A voluptuous Blue skinned Goddess of death with multiple hands revealing her huge cleavage with South Asian features, wearing a bikiniesq costume made with milk and nothing else that appears to be part of a traditional or fantasy setting. she is dancing around a ""shivling"" The backdrop features a Night club. The overall style should evoke a sense of ancient royalty or a powerful mythological figuredont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A captivating shot of a voluptuous indian woman, she is in in her late 30s or early 40s, Gray flower adorned hair in a sleek, high ponytail she is kneeling, her body glistening with  sweat and mud revealing a  huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She is wearing an exquisitely detailed light blue or pale mint green lingerie set. The set consists of a push-up bra and matching bikini-style briefs, overlaid with a sheer, flowing babydoll or chemise.

Focus on the intricacies of the dress/lingerie:

    Bra: The bra features delicate lace overlays, possibly a floral or leaf pattern, especially on the cups. There are subtle ruched or gathered details on the outer edges of the cups, and a central tie-front detail with thin, silken ties, possibly ending in small decorative elements like beads or tassels. The straps are thin and adjustable.

    Briefs: The matching briefs have lace detailing along the waistline and leg openings, echoing the pattern on the bra. They are designed to sit just below the navel, highlighting the figure.

    Babydoll/Chemise: The sheer overlay piece is made of a soft, lightweight fabric like chiffon or delicate mesh. It drapes gracefully over her body, opening at the front to reveal the lingerie underneath. The edges of the chemise are subtly finished, perhaps with a narrow rolled hem or a delicate lace trim that is almost invisible. The cut is flowing and loose-fitting, enhancing the softness of the image. The color is a consistent light blue/mint throughout the entire set, possibly with a slight sheen from the fabric.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  a studio shot , A captivating shot of a voluptuous indian woman, she is in in her late 30s or early 40s, a crown fit hair styled into two distinct, high pigtails, each braided intricately she is squatting, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She wears a striking, multi-layered outfit that blends military and formal elements with a dark fantasy aesthetic.

Upper Body & Coat:
Her most prominent garment is a wide, flowing, structured coat or cape in shades of dark charcoal, black, and off-white. The shoulders are broad and highly embellished, featuring large, metallic gold epaulets with intricate raised designs and long, flowing tassels or fringes in white and dark grey. The collar is high and stiff, with an elaborate, almost ruffled or pleated white inner lining that extends down the front. The main body of the coat has sharp, angular panels and subtle geometric patterns in varying shades of dark grey and black, possibly resembling scales or armored plating. The sleeves are wide and open, resembling large, bell-shaped extensions, revealing her arms. There are subtle golden accents and perhaps small, decorative buttons or clasps on the front of the coat.

Torso & Inner Wear:
Beneath the coat, her torso is clad in a revealing, almost bandage-like or strap-based garment in a light, possibly off-white or very pale tan color. This inner wear crisscrosses her midriff, leaving portions of her abdomen exposed, and features a distinctive, almost skeletal or rib-like pattern across her chest, possibly outlined in a darker shade or with subtle metallic glints. There's a small, circular emblem with a 'devil' symbol on her right hip.

Lower Body:
She wears tight, dark, form-fitting trousers or leggings that appear to be made of leather or a similar material. These trousers have distressed or ripped sections, particularly around the knees and thighs, revealing glimpses of skin underneath. The lower legs are smooth and sleek, leading down to her footwear.

Footwear:
Her shoes are elegant, high-heeled pumps or closed-toe heels in a dark color, possibly black, with a contrasting lighter sole or accent. Delicate, almost chain-like or metallic anklets adorn her ankles.

Accessories & Overall Silhouette:
Prominently featured are two large, horn-like or wing-like structures rising vertically from her back, matching the color and texture of her coat's epaulets, with a slightly iridescent or metallic sheen. She has small, pointed horns protruding from her forehead. A long, thin, segmented tail, similar to a devil's tail, extends from her lower back, ending in a sharp, spade-like tip, subtly wrapping around her leg. The overall silhouette is sharp, angular, and imposing, with a strong emphasis on structured shoulders and flowing drapery.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a Erotica, A captivating shot of a voluptuous indian woman, she is in in her late 20s or early 30s, jwellery adorned high ponytail she is kneeling, her body glistening with  sweat and mud revealing a very huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. She is wearing an exquisitely detailed light blue or pale mint green lingerie set. The set consists of a push-up bra and matching bikini-style briefs, overlaid with a sheer, flowing babydoll or chemise.

Focus on the intricacies of the dress/lingerie:

    Bra: The bra features delicate lace overlays, possibly a floral or leaf pattern, especially on the cups. There are subtle ruched or gathered details on the outer edges of the cups, and a central tie-front detail with thin, silken ties, possibly ending in small decorative elements like beads or tassels. The straps are thin and adjustable.

    Briefs: The matching briefs have lace detailing along the waistline and leg openings, echoing the pattern on the bra. They are designed to sit just below the navel, highlighting the figure.

    Babydoll/Chemise: The sheer overlay piece is made of a soft, lightweight fabric like chiffon or delicate mesh. It drapes gracefully over her body, opening at the front to reveal the lingerie underneath. The edges of the chemise are subtly finished, perhaps with a narrow rolled hem or a delicate lace trim that is almost invisible. The cut is flowing and loose-fitting, enhancing the softness of the image. The color is a consistent light blue/mint throughout the entire set, possibly with a slight sheen from the fabric.. 

Her    body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood movie, A highly detailed, scene of apprehension or detainment. A voluptuous    south Asian woman with glistening skin in her late 40s or early 50s revealing enormously  huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has burchuchi embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing   huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. she is wearing a provocative two-piece outfit in a vibrant, glossy red. The top is a minimalist bikini-style bralette. The bottom consists of high-cut thong-style briefs with multiple, wide red straps that crisscross and wrap around the hips and lower back, creating an intricate cage or harness effect. These straps are adorned with small, metallic rings or O-rings connecting them. Completing the look are striking, knee-high or thigh-high boots in matching glossy red, featuring a pointed toe and a high stiletto heel, with a full-length zipper or lacing detail running up the front or side.

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
"Generate a 16:9 image: A realistic indoor, indoor shot featuring an wet with sweat Indian voluptuous woman with huge cleavage in her late 40s or early 50s, with ponytailed hair with loose strands around her face,wearing a transparent  transparent  white  colored bra and underwear revealing huge cleavage, with a  thrilled expression with her mouth wide open. Behind her, an Indian man in his late teens or early twenties, shirtless and wearing checkered shorts, has an smile which shows affection, they are about to get intimate  . THey are surrounded by bare chested Black men. The lighting should create a slightly dramatic and intimate atmosphere. the backgorund also features Block letter Balloon with text ""HBDMUMMY"".The lighting should create a slightly dramatic and intimate atmosphere. dont include `  in the reply",1
"Generate a 16:9 image:  still from a 70s bollwood film , A captivating shot of a voluptuous indian woman, she is in in her late 40s or early 50s, short pulled back hair she is standing, her body glistening with  sweat and mud revealing a  huge cleavage is in A realistic Ancient Mythological battleground with a mythological battle in the background. she is wearing a vibrant, form-fitting superhero or wrestling-inspired costume. The primary color of the outfit is a bright, sky blue, accented with white and lighter beige/skin-toned sections. The suit is a one-piece design, resembling a leotard or body suit.

Torso and Arms: The top portion of the suit covers the chest, shoulders, and full arms. There are prominent, heart-shaped or rounded white details on the chest area, outlined in blue. The neckline appears to be a high-neck or mock-neck style, also in blue, and she wears a light blue eye mask. The sleeves are full-length and blue, with a tight fit, emphasizing her muscular arms. White trim or piping runs along the seams of the blue sections, particularly noticeable around the chest and armholes.

Mid-section and Hips: The mid-section of the suit is predominantly blue, but features a distinctive white ruffled or pleated trim running horizontally across the lower abdomen and hip area, giving it a somewhat maid-like or decorative appearance. Below this ruffle, the suit transitions into the lighter beige/skin-toned fabric, creating a cut-out or open design on the upper thighs and hips, exposing portions of the skin or an undersuit of that color. These beige sections are bordered by the blue fabric, often in a stylized or geometric pattern, perhaps resembling thigh-high cutouts or chaps integrated into the suit.

Legs and Feet: The legs feature an asymmetrical design. One leg, specifically the right leg in the image, is covered by a high, white, lace-up or buckled boot that extends well above the knee, reaching almost to the hip. The lacing or buckle details are prominent on the outer side of the boot. The left leg has a shorter white boot or spats that reach just below the knee, with the upper thigh area showing the beige/skin-toned material with blue detailing similar to the hip area. The blue sections on the upper thighs of both legs create a bold, almost shield-like or armored pattern against the lighter fabric.

Overall Impression: The dress combines elements of superhero aesthetics, athletic wear, and possibly a touch of playful or themed attire due to the ruffles and heart shapes. It's designed to be both revealing and form-fitting, highlighting the character's physique. The material appears to be smooth and flexible, likely spandex or a similar synthetic fabric. The intricate details include the white heart shapes, the ruffled waistline, the specific cutouts on the thighs, and the contrasting boot designs.. 

Her  Costume is torn and also her   body is war torn and she has an exhausted expression. her weapons are dropped on the ground. The lighting should create a slightly ritualistic and intimate atmosphere. The focus should be the position and posture and alignment of the woman. The lighting should create a slightly ritualistic and intimate atmosphere.  dont include `  in the reply",1
"Generate a 16:9 image:  still from a bollywood TV Serial , A highly detailed, scene of apprehension or detainment. A voluptuous  sweaty wet    south Asian woman with glistening skin in her late 40s or early 50s revealing    huge cleavage., female police officer, She is wearing a light brown, short-sleeved, cropped police shirt with a zippered front that accentuates her cleavage. The shirt has SI.chudasi embroidered or printed on the chest area, possibly on a small patch or directly on the fabric. She is wearing high-waisted, form-fitting black patent leather shorts with a visible black belt and a silver buckle. Attached to the belt are accessories, including a black holster on her right hip. Her posture is dominant and authoritative, with her left hand firmly gripping the wrist of the person she is detaining. Her head is slightly tilted, and a subtle, knowing expression is visible on her face, suggesting control and a hint of amusement or sternness. She is wearing dark, knee-high boots with buckles and a police cap.

The detained individual, a voluptuous Indian woman in her late 20s or early 30s revealing   huge cleavage and wet glistening skin, She is bent over the hood of the jeep, her upper torso pressed against it, with her hands cuffed behind her back. Her head is turned towards the viewer, and her mouth is slightly agape, conveying a sense of discomfort, struggle, or perhaps a gasp. Her body posture is one of vulnerability and submission, with her bare feet visible on the pavement. She is wearing a stunningly detailed outfit. She is dressed in a gold and jewel-encrusted bikini. The bikini top is a halter-style, adorned with an intricate pattern of multicolored gems that catch the light. The bottoms are a high-cut design with dangling gold chains that wrap around her waist and hips, creating a fringed effect. A central gold chain connects the top and bottom pieces, drawing attention to the navel. She holds a gold braided whip in her hand. Her makeup is bold, featuring dramatic eye shadow and meticulously placed small jewels around her eyes, along with a glossy, neutral lip color. Her nails are long and polished with a metallic sheen. The overall look is one of elaborate, high-fashion glamour with a touch of theatrical flair..

The setting is an outdoor, sunny environment with a clear blue sky. Palm trees are visible in the background on the left, and a long road with utility poles or lights stretches into the distance on the right. Another, more modern police vehicle, possibly an SUV, is parked further down the road behind the officer. The composition should emphasize the power dynamic between the two figures and the tension of the situation. dont include `  in the reply",1
